Aug25,Aug31,Sept6,Aug23,Aug22,Sept8,Aug21,Sept6_2,Sept5_2,Sept7,Sept4,Sept1,Sept3,Sept5,Sept2,Sept6,Aug27,Aug28,Aug29,Aug28_2,Aug20,Sept9,Aug30,Control
2.65497673841895,2.09597766218981,2.21444550816428,2.942825412221,3.39332397992184,2.52971845390185,2.3824095241411,2.92520922171964,2.77633991121196,2.13519152481072,2.27995620008285,1.600940973914,2.79551251498821,3.03402952478521,2.72566385727006,2.21304782482051,2.78595409465616,3.0473224032596,2.44541886246623,3.08780980823712,2.03833296945144,3.0898056144542,3.04352916209424,1.70466252094232
2.67731678340805,2.12406847399956,2.2218314634551,2.99005857204004,3.4133307812589,2.55776384936741,2.4969697469412,2.98759988703696,2.78257997013673,2.1739603738742,2.28613674095735,1.56656078940126,2.83358986279494,3.12959016444691,2.77616710352363,2.27854281791235,2.7608103010367,3.06565403303638,2.43384767687283,3.01150252074406,2.10438639549697,3.13203739180653,3.02623871465656,1.69830688378231
2.6874174886201,2.24443836694321,2.22874180208494,3.01152431830569,3.42890089554478,2.57396857323791,2.47452344094401,2.90765381600915,2.79661424155636,2.20241400956451,2.34352940763889,1.62332572882273,2.88158382221901,3.19264364991098,2.82694580694081,2.31472209190368,2.78929493199447,3.10105520357286,2.39481945789565,2.97748512501754,2.09627595882704,3.11361321260598,3.02126916080906,1.69927951195843
2.69905681904668,2.30338449345309,2.21774442409978,3.00017327830394,3.34129610365579,2.56785575644647,2.49938943017224,2.91572030029974,2.78339220981675,2.23376130764915,2.37701693543381,1.69343889196593,2.86473850731235,3.24645685910521,2.79275202046923,2.31759590142901,2.80180113240631,3.10605178186287,2.30155227173423,2.98685442666644,2.10557115317733,3.09457345270467,3.05071441541192,1.70751062859775
2.73373287091714,2.39205533081631,2.22000661980051,2.99924411486752,3.33969117814937,2.61218524204372,2.48759377412839,2.92215229786117,2.78788385728621,2.28737167100014,2.43561123818166,1.71806192178831,2.90640633377045,3.28775064465129,2.79872617349854,2.25011455498747,2.81729909041743,3.10412035962423,2.28565731909866,3.00975495109489,2.11095337101892,3.12603716696554,3.0550290284731,1.6658773092478
2.73217675879812,2.52573006091259,2.23134393953592,3.05698576373213,3.33043013906948,2.6622698144166,2.52491410474107,3.06819912893045,2.81843653293161,2.3729487360783,2.48141167952378,1.77981034019869,2.90572021437249,3.24558130990863,2.79198866929233,2.23812459486073,2.85094307231857,3.20486286669946,2.30340793037951,3.01225142737066,2.1472553433889,3.16161897152664,3.09690467611107,1.61656548797328
2.7530441584641,2.57241733957914,2.21538718457777,3.05711291307463,3.32914422246742,2.70208820918564,2.52588526853039,3.07766560562722,2.79373837546214,2.44180817064222,2.5047010153642,1.84449175222884,2.94165101370315,3.32419051601,2.84773119735459,2.34572765695714,2.87727117904356,3.10076044146248,2.42471120278224,3.07220105949843,2.12168017531167,3.14012246318342,3.10406460901654,1.61808249655255
2.77271653183197,2.58259730913957,2.26093419483621,3.06373336318061,3.34348416809098,2.74329891226485,2.59574254462151,3.10019044602699,2.83767093881418,2.53804580379163,2.56449061490072,1.92303109760028,2.94109935883188,3.39002683915168,2.86749520548489,2.40300388078198,2.95944692829946,3.3231990236743,2.53050622731781,3.06860196173881,2.08666734058723,3.17922823256397,3.10079301481989,1.63216177317324
2.80125072508561,2.62634083916942,2.33303844725885,3.04087651673327,3.35918268126243,2.75961218673576,2.63346026722485,3.08019010856996,2.86313369254761,2.66672930847791,2.64813811460412,1.94956558795668,2.89708858070701,3.42477180717239,2.85275380859525,2.40012471132687,2.84874054848052,3.43675579440928,2.69509542026862,3.08608839420036,2.09862017059517,3.22865526065212,3.07788050078106,1.66893140751154
2.79703615792749,2.74840910254371,2.32605022262376,3.15104606269625,3.36823619080182,2.75664867624394,2.66089401215592,3.04132300016816,2.83781144993986,2.77884230232876,2.67153295982303,1.95372821814205,2.93032123198809,3.41467139499303,2.81119282781673,2.4354814816676,2.87331390811265,3.40446334615536,2.79641774274961,3.11807441295731,2.11280287278234,3.2789682275904,3.07576900443505,1.65527890596683
2.8144555902647,2.80385789452055,2.35141192527986,3.19395611674481,3.35603918049977,2.71337929097378,2.65643392924077,2.9588043495372,2.85227925439688,2.78028031228751,2.69860629631451,1.95061751531912,2.95310606982002,3.28706043969086,2.79388425311841,2.42705014134312,2.90883166476334,3.31960622223237,2.84387286445074,3.23699077603995,2.10778797704316,3.30861442631914,3.11164631146301,1.67841838224604
2.8234275813277,2.85380751994881,2.37605566042755,3.22357491858573,3.35728952635355,2.70574805287361,2.78854349525781,3.02518781843929,2.85957283090498,2.81529331865564,2.66585119226486,1.97638942014847,2.97095483120749,3.26874086988801,2.8150059858735,2.36229357041159,2.94418456066621,3.33158334067331,2.89990921644885,3.278490528922,2.1383371520339,3.36534953997529,3.15922569109506,1.72567312114411
2.8389296749557,2.88455410792061,2.41476047592344,3.22684907665243,3.45257269341259,2.7060753773114,2.8681406001684,3.02965247517645,2.87703325883391,2.84169641939917,2.65560873613195,2.06449316165285,2.96404171690439,3.24251158675815,2.8874197735246,2.37252751256765,2.94435913703118,3.35189551740678,3.01731409869751,3.26192580963859,2.16116354187866,3.39963212795605,3.20737982241788,1.72687821842809
2.78415276761458,2.90517271346167,2.47863212611209,3.2564112324604,3.45438902019734,2.72671264823389,2.91068396131783,2.91317265963147,2.84668220053376,2.87504999424243,2.60922083769836,2.11194548370333,2.93755333863777,3.18798797113353,2.9128378699452,2.41453828591741,2.9948339474145,3.37515855105981,3.09376826355218,3.26702131907091,2.21486081107594,3.43074646535847,3.23542698050434,1.76173931505479
2.79829629333141,2.90275998878486,2.56165127168303,3.20734724140462,3.41689696251108,2.75359248490883,2.92378440511853,2.88948130464095,2.8591151139954,2.9272716566053,2.66615706527576,2.25520012470873,2.8512587978026,3.20807203070137,2.93722666139116,2.39066027632796,2.93937625708167,3.37855035497611,3.13493860735735,3.25985470029989,2.11531644227288,3.42526898943909,3.25043800582069,1.75346651673752
2.81203609108209,2.96925126496109,2.56780784344299,3.24547626388775,3.42373847031081,2.78007933592605,2.93574061446443,2.89261495317234,2.89733376506975,2.93213751945395,2.71230791148368,2.32331046297421,2.79759878062252,3.1478167981622,2.94534890767655,2.41892315524806,2.91117463066382,3.52974289656166,3.13331739317031,3.26625304319037,2.11430758727723,3.45157080412156,3.25154912227885,1.78274108779388
2.80637752206667,3.03865349742939,2.56083204592922,3.22707992598176,3.40329151617913,2.70845179827975,2.95239278572573,2.92746497972702,2.88660994402272,2.93317289194253,2.76733327982186,2.38891053145695,2.70993219570496,3.09368120823543,2.87795215229213,2.43531213904718,2.90139410081954,3.47525874163864,2.99973690235965,3.31883685152765,2.19139446185684,3.43976926151859,3.23565775001478,1.85240828672777
2.75240583669187,3.06527888481505,2.55053437858252,3.27175409576318,3.40024621430383,2.7387865442311,3.00365455200452,2.97531032718268,2.90614841270588,2.94245186605792,2.79214685996607,2.50627591876624,2.74921076724341,3.08458064037015,2.8818543174917,2.46288026503395,3.01576212767548,3.45302012981921,2.99433354447179,3.33591400774416,2.22648244169784,3.44963708695386,3.23121517184872,1.93521483208917
2.76308112303941,3.08201197257728,2.56357980608706,3.22252982417245,3.35737239686384,2.72859825213204,3.03371978801869,3.01292667391431,2.98030939021985,2.98182119595133,2.74877681538849,2.64384857305087,2.67544278055113,3.09149269311886,2.86483151736765,2.47542749839842,3.04504583058249,3.48179508510851,2.98707227441112,3.3198387738775,2.27991165957894,3.43929439425725,3.24801985278269,1.90167212718998
2.7519277711596,3.10621622403787,2.56484086289713,3.15974869963412,3.27662347764066,2.83254406115532,3.06506795102356,3.0991236244013,2.98490450484306,3.04057122749177,2.76236681103719,2.82569592893174,2.59101338304275,3.16111763566326,2.8887524984557,2.5006328241227,3.01358437753799,3.52875267035625,2.95734140924042,3.32826810761488,2.24442239800168,3.44777065664994,3.21971985280605,1.92192959473394
2.75972652476019,3.08693389520803,2.61796674801114,3.15713570473483,3.26991874450848,2.84578831361636,3.05891341605782,3.10216160009434,2.98370974804055,3.10088925875014,2.7759807033172,2.9133378613749,2.51854377000186,3.16236982730681,2.83739932157789,2.61739403390488,2.99746830438,3.48250747645256,2.96764145453055,3.31777074130233,2.21297825668014,3.42343621790515,3.19141380604633,1.88420111663472
2.75277245230035,3.03719747095314,2.63254351968177,3.15099610359057,3.23354197279897,2.91240997670591,3.05823178001866,3.11081927355814,2.9918513017161,3.10559665864747,2.81197723093039,2.95049584163901,2.44527034062738,3.15339241830353,2.80521391063863,2.59048368152945,3.04862937031406,3.47259372100859,2.95746610129403,3.33075374426571,2.26862363969107,3.42683753152744,3.17652016339894,1.82594779256723
2.78930904108232,3.00571774972132,2.65962363332421,3.17182888629662,3.24792770513757,2.9436992422049,3.14858389972773,3.23263597285604,3.04761248827556,3.07318081895893,2.87238087477743,3.07917341589153,2.43176877316786,3.1839737477232,2.80156710940312,2.65529231925485,3.08668109539537,3.41270895580329,2.91801215543994,3.36709112815638,2.28512375845524,3.42445789031184,3.17182010061218,1.78937678779581
2.78600991807928,3.02004741096995,2.64160551654917,3.21181119443933,3.26605973043191,2.94316821363014,3.20011778530707,3.279605090356,3.04574169650227,3.09281636180229,2.86735861068531,3.09911858400684,2.48162887203377,3.22271621510447,2.75088135197521,2.66056734833218,3.12982452001884,3.32573666456973,2.84844127928904,3.37606053769004,2.37689750530471,3.44432846126057,3.14690402223447,1.76047747457513
2.77513390952731,3.00090203833129,2.69034576029639,3.14884780152373,3.15352941492532,2.95197168142823,3.20325498812478,3.26143157170591,3.02895617714753,3.11760666638692,2.87413077303678,3.18715036520958,2.55762053517874,3.28440990974105,2.74922359527287,2.66908358654795,3.12276253852383,3.33814506338305,2.89181552054143,3.39615023454247,2.42923566585528,3.43442687228651,3.15186873672833,1.83544045296349
2.77391792462962,2.91653837279948,2.76416482116714,3.13958291885928,3.15376850456537,3.06928881447222,3.21306165420557,3.27580552526277,3.02979581716309,3.09867174462863,2.89480947167952,3.24947812698118,2.57205925703984,3.31241238832667,2.81682992623166,2.67966520734923,3.04688647360023,3.3233791498511,3.03766571916405,3.39164885068456,2.45152525954963,3.47978795698017,3.12958009045262,1.79374094202805
2.81476631795738,2.9287102065042,2.75532698886373,3.0729197798583,3.16239863072781,3.03902449518272,3.16007531317042,3.31386760231897,3.02836841606272,3.08667769044578,2.95414845636262,3.21480284231818,2.63598792793549,3.30282519856052,2.83857788229387,2.67769393758272,3.06373643212294,3.14718700540184,3.03591859027705,3.35939915787242,2.4671866392653,3.47594543399365,3.18443044527099,1.7348434567559
2.81274425601181,2.90571062892184,2.80208771910209,3.14104873787868,3.18292907408007,3.09300712389565,3.19621176695696,3.32419722406699,2.99059350907943,3.05150930675555,3.01066669859492,3.20154206440259,2.58253481470563,3.28060695597009,2.91141589510689,2.61736667118164,3.07911195331301,3.05224922611176,3.05986116274821,3.36338232554697,2.46356068744609,3.49027480121373,3.17416897013129,1.62556326863144
2.83538094809104,2.88171158560367,2.83777359148191,3.15827308825756,3.26383162934551,3.07924980103129,3.19204497084699,3.27405171714632,3.01330101174118,3.0368360521077,3.04015411069265,3.14316571258992,2.71004409679333,3.34274990584074,2.93365528727017,2.5641426563174,3.08638637660374,3.01327867049717,3.10471495536657,3.34216914980237,2.48662630883951,3.50500803002663,3.21161698468881,1.64330341539023
2.85082383265187,2.89957534974879,2.81200475034959,3.09740335557261,3.28065368930649,3.08400307949886,3.18356176771358,3.23712525909996,3.05603076954623,2.99155909603809,3.12688637686067,3.19986881268061,2.80595724221804,3.39443148555437,2.96465778254219,2.49710835338701,3.08448815339356,3.0367754479199,3.09362789355702,3.37907147012951,2.58614918153872,3.50522467744771,3.19807401867454,1.62137243934645
2.88292383274097,2.89881254344597,2.85301046918478,3.01727819827055,3.31848798543484,3.05110229284005,3.18645341165706,3.18034179042679,3.06544280608071,3.03303390623858,3.10070912173875,3.22787132903931,2.90188339025344,3.44910819510271,2.99513426507118,2.57221717476784,3.05465742086687,2.9616383352903,3.12044546444692,3.40743481334359,2.5175500178451,3.50757478785109,3.15955304836716,1.63154283622194
2.78327894224679,2.90261022221834,2.86126553614696,2.88021430740865,3.24601665518737,3.01341728728408,3.17672442929052,3.20755108792944,3.06471054080936,3.06667892160647,3.04030832561759,3.24762555995027,2.96709702469734,3.46533053623948,2.99924985110961,2.56517875601767,3.00506504447249,2.86062867024789,3.17439055779701,3.40562692467653,2.53250166529777,3.47471690012578,3.1564266042458,1.66109371318342
2.80454630440518,2.92240078495348,2.8948989764434,2.83944632508082,3.27242924657186,2.94811172793597,3.17863663932352,3.22255573295938,3.09980660322364,3.08472770078039,3.01886545124793,3.25914343230505,2.98890091149847,3.43860500384853,2.99664720097458,2.64874203799778,2.99763474625609,2.91093846544277,3.2463646017533,3.40897265603196,2.53271152898885,3.34288497533305,3.20866252812943,1.65789741292162
2.77679129134108,2.8521379923462,2.91477494333311,2.83598136732991,3.36887845048225,2.9735460584066,3.21559925101466,3.2737959965846,3.10341849968398,3.12771067547571,2.99915797610483,3.24438793434929,2.95953129710512,3.40714879610586,3.01027698469504,2.66054322742379,3.02714496146453,2.89373691291606,3.22817246031093,3.39028345549069,2.55137261704439,3.30334608005936,3.11213982060618,1.64126892087711
2.79522983312437,2.90620541947599,2.89578765847179,2.87251991814364,3.34408160222622,2.92643018274255,3.23499768364432,3.28496859354524,3.1357763578785,3.1768808074438,2.95356567721791,3.26093961171352,2.97329237848596,3.42455176447715,3.02349858894649,2.6270421665077,3.07952683154186,2.78367496289415,3.22811413463686,3.39326622666157,2.53460955439961,3.29529563474524,3.12462858574917,1.58860532378069
2.78270599613887,2.87906761398324,2.91199260984572,2.85594741500629,3.23545075466436,2.9919818103626,3.28581500182901,3.30560911333374,3.09671157072339,3.2097045990999,2.85868943102701,3.35805133435975,2.94175268732601,3.34297535255513,3.04197534163245,2.61617331375197,3.03837063396633,2.87738262653046,3.28660433692293,3.40368265777105,2.55308741936755,3.26602463285411,2.99082328303396,1.58217384526482
2.77951019798129,2.86981652752013,2.88507646506213,2.84900841349077,3.20701782189888,2.9194358314997,3.2947345629164,3.24208252762172,3.13102566637833,3.23559456630893,2.88385644156559,3.39069824373151,2.96112530445854,3.3736435641901,3.02948360568246,2.68418554002953,3.04251414759111,3.00464234958633,3.26560650098294,3.43068254968018,2.58773896152514,3.24608677128689,2.90531608546779,1.55651782641431
2.70353545228656,2.78264419706217,2.87211239525272,2.89736283413927,3.22329078129864,2.91072276162275,3.33208488798247,3.29410999795072,3.13709445398313,3.22729503338269,2.91348580827284,3.45999104141605,2.95992595842925,3.38370826602307,3.03655374516656,2.73474726842947,3.10117145578714,2.99007673585064,3.27455046498061,3.37628349893678,2.64251328586946,3.19359652890035,2.70692154862919,1.56770947945479
2.65891651111795,2.7824812631077,2.89016048128527,2.96848494753689,3.20085210327481,2.97039283330969,3.35378548762981,3.36074776549713,3.13511051553343,3.20468719314421,2.79727698201328,3.4675532283923,2.97404858315966,3.36517742448528,3.08262463093087,2.79475382626696,3.05416856102391,2.86504689707882,3.27736606086881,3.36347376661302,2.64738279679197,3.18287483092526,2.60867387370786,1.52715763423583
2.63587082833581,2.81910354086636,2.92024241046286,3.11404469748422,3.18393569415209,2.99014753762545,3.37421288349016,3.42859564746334,3.08149815881627,3.23126231019356,2.76712704037142,3.45393033400737,3.00501890208563,3.321228750479,3.03148686647372,2.78396468766745,3.09620725292316,2.91308235508521,3.25052203263928,3.28958557922871,2.73929522016071,3.13066190682456,2.54315573873597,1.50977952011035
2.7653473365137,2.8523891276693,2.90498003915806,3.19466458479622,3.20957966717671,2.94448750025265,3.37814278314371,3.41626199606692,3.11290145415006,3.24666150527769,2.83829012119664,3.44528875477703,3.03266047541205,3.34073682508635,2.95734368766444,2.78234439881848,3.11578853029267,3.06788963078842,3.23138720929573,3.26197761310715,2.75415384815181,3.11905438745154,2.43529364461127,1.49726073438304
2.77973874666075,2.83797357218816,2.91353214293834,3.23959740827011,3.1801954809022,3.0329438239263,3.36943236393444,3.37372170104125,3.05218749124606,3.2249419301804,2.84679301957163,3.40886539254623,3.08151957033407,3.36477042382376,3.02123738477373,2.76576567447045,3.16344067064488,3.07022538840848,3.22032460686571,3.25915073918167,2.7945748266494,3.25605564899693,2.31114759573452,1.49438983964339
2.83539041747694,2.91754603112152,2.92075184186383,3.30684144840916,3.18230467423673,2.99051842003643,3.35859519911483,3.38348942973655,3.1101419293432,3.18458954889821,2.77175819858628,3.37617773359261,3.08950287930455,3.3992747934939,3.00047235189148,2.78158680257631,3.10363961186896,3.05335549707121,3.21020447377376,3.23870674292004,2.82459854843658,3.30297916000176,2.29717196137493,1.54233583877664
2.81458910953657,2.90398550957369,2.96021294081651,3.33435361903675,3.13825002209323,3.03383119378582,3.37475578845463,3.35344307375896,3.09206942370746,3.18634222406509,2.7705506965783,3.37257203559649,3.15663817442563,3.44072625048569,2.97898535943411,2.84493153533751,3.1263661768717,3.21812347229221,3.20084891522027,3.23627579820145,2.84768784124755,3.23808398531519,2.23782528461348,1.53358681961115
2.86900158532224,2.92749330573187,3.01529307456456,3.42775092160474,3.23207650440639,3.01906233525906,3.3781647618092,3.23510500861875,3.11427177486748,3.17052286738739,2.84881176729396,3.34266848803034,3.13546035568154,3.54662896520648,2.95298467758759,2.87362463619802,3.15630396447107,3.22671864275674,3.1325468364726,3.24964085792745,2.88172014869375,3.25489838349276,2.26498822244466,1.53241734007464
2.78529506869984,2.94156065598667,3.06087454539835,3.37744216472485,3.24792338370007,3.10679703123259,3.40621772313797,3.32484383006355,3.12649034235679,3.18461410731284,2.83814151602362,3.35204580605261,3.23950368192105,3.49451331973964,2.93783663279576,2.82241294222365,3.1385203720856,3.25226350257247,3.16799416639801,3.29018498364241,2.8676931357815,3.21049335201123,2.24610008909522,1.59038772656543
2.83742818487388,3.01930976467745,3.06651410269701,3.29197613751623,3.15002990194668,3.1363256682639,3.40319606653729,3.29531700001998,3.12795454237964,3.2388256484806,2.85099855866974,3.28391602695205,3.21786267548602,3.47235417813441,2.92228199088608,2.80853530532205,3.11957747825074,3.32282790364678,3.14294591199396,3.36789314145502,2.81064541841975,3.26386676140048,2.37845825568881,1.65087119532934
2.8112173514658,3.02520663947091,3.13810722324945,3.20647601606865,3.14211209274802,3.1386245874877,3.37882666098095,3.31412644003013,3.09909509666649,3.24504454966764,2.96399313706271,3.26296072981779,3.22431708343898,3.44139991939365,2.89772505995471,2.70238289515923,3.18908562333547,3.42710224968719,3.13714155619632,3.38846302308022,2.80491233420895,#DIV/0!,2.41955830836164,1.69778421722913
2.84883170293141,3.02773245524859,3.00138579054628,3.00338632988864,3.15681447434523,3.195556037965,3.37096250915278,3.19111714071833,3.17225840642121,3.21893149336453,3.05786181914862,3.28057101286944,3.26110127071876,3.43055076901653,2.9451644958212,2.67561185700511,3.18268225524652,3.40870566226814,3.12842567587978,3.452467694702,2.78305813392753,#DIV/0!,2.49399157231201,1.74169807793169
2.83435214252558,3.04513683665401,3.04373384471288,3.0292329636046,3.19277606614357,3.2867076561292,3.34754251186942,3.20133498902317,3.14448972842816,3.19084381055044,3.0697912802424,3.2940072456232,3.25899362080573,3.41175681731328,2.9945164794039,2.59962539986637,3.1719283188296,3.36098806567417,3.15453169776861,3.49116282794271,2.80412287168369,#DIV/0!,2.56498095484466,1.77969816145067
2.85060286542453,3.0435554240843,3.04534288647184,3.00241690680669,3.21050335275052,3.31361896476146,3.33351740558704,3.24181017920396,3.15899789555709,3.21628589357928,3.1294094172317,3.30917970674126,3.23931857994573,3.27727115206528,2.96726039313895,2.57050496932875,3.13509022930768,3.33846916745809,3.16021795253848,3.49671258498548,2.77564581220459,#DIV/0!,2.64896838641754,1.85398737069503
