F7,Fp1,Fp2,F8,F3,Fz,F4,C3,Cz,P8,P7,Pz,P4,T3,P3,O1,O2,C4,T4
2.269932001978814,3.8759323658806193,2.7662937067819993,3.6401043379061178,2.5172763463134977,3.1599896005049515,3.1524120866237606,3.0168939514498523,2.253110149925272,1.9085447254560308,1.8108161098686772,2.161031785733498,2.6238475214366703,2.0907686230976825,2.991793067669652,1.7243321296292464,1.8442997720760397,2.9009575004583965,1.9521393090067154
2.3396465909815087,4.233964406022014,2.4291024717005247,2.6582954591312524,2.332459605230992,2.1051689458718514,2.5760883111424455,2.6102356597168193,1.7937072101205989,1.7482828323332198,1.7619074939070087,3.667859542216732,1.9271133054867853,1.9520183845233723,2.446932125835468,1.6588386787233838,1.69431315698694,2.3043177245082194,1.715580501489445
2.6987066458565137,3.3851545702504002,1.9029744660604664,2.0845025074104457,2.4711561112009153,2.2520231291598183,3.7212047369230006,2.411951459565686,3.1069487415484334,2.0275635569938193,2.255382391957505,3.9301217466021696,2.3358242243625056,2.6150932306408006,3.639861345910994,1.4942575287219988,1.383267121761056,2.9536061613763853,2.0750496545686627
1.838240281969606,2.7724420263060847,1.2292114231169187,1.168139662513999,2.167741435662325,1.7927178472149137,2.622058201097258,2.5815432435470766,2.2964359719430565,1.9340183587042488,2.059797408879129,1.9264155510140457,2.7006654551760194,2.0741843105195237,3.5665059572617612,1.9304994070936818,2.0016962897177937,2.5373661108585925,2.0890344773208502
1.7226316333367955,1.5090902712209535,1.2789208950186985,3.5047842027452796,1.5326007715341443,1.5962449249481871,1.6405383762300203,1.922413123652744,2.0997354063911997,1.4764623078187868,2.232048236780836,1.7222235295739863,2.1701098715445357,2.0701084196828963,3.2286570323936017,1.5453675781693659,1.6948429868300956,2.1470119615081518,1.517386234833071
1.4678825587257587,1.3299422931447817,1.170974023098779,3.278095947368918,1.2782019881736053,1.2811165660535402,1.3848034439953156,1.943662464747245,1.4547950927685016,1.3337087894174584,1.7037211691130818,1.3310923702215556,1.5322276634748226,1.648763312816589,2.3003313822021956,1.2975780772682994,1.3532798066380718,1.737755148901308,1.4227703169953145
1.9697512529992267,1.6185958279086146,1.3528710966935473,2.865372165409878,1.776236666187521,1.7925754226686752,2.2316215764636453,2.3632502437221423,1.8991636128585365,1.4353745538599103,2.093022615030331,1.7886448958682126,2.123718545552258,1.8865381630179185,2.6876808032476918,1.5422532345460962,1.6224942350488167,2.199378544142864,1.6598242305720279
2.3539218031707225,1.7375273415929853,1.4604445963705692,2.7141017289780183,1.5895849962570923,1.664740123437605,2.000735541278656,1.779254380714584,1.4233844572003425,1.4755470761023814,1.927617055128353,1.2994675381324803,1.9988572780565863,1.7934865196509846,2.740980710957483,1.3716097992143932,1.4881305680754573,1.998960647242741,1.5418659731065711
1.772775584433806,1.733323571628073,1.3796126331420022,2.3495343529880435,1.5581909684326456,1.6132700115810332,1.7694091495891955,1.7020161908483176,1.4104373689238243,1.4448035917934492,1.7750054584631054,1.4978141806439056,2.2278552430577276,1.722603568379399,2.6254695361135116,1.4954304397377038,1.4987489652976125,2.0190814814391786,1.4935392626884552
2.523767240447049,1.759257152979977,1.508587880912149,2.3603516717713795,1.6856466659333929,1.8633209495470024,1.9175399191188656,1.9989006054002552,1.3443689937146663,1.3533032610206843,1.7802825506301394,1.4099921780593125,1.9434843310193335,2.0752913826945942,2.43826762091897,1.467596764199671,1.5105665997763582,1.9290369153525877,1.4260096764542416
2.1204113237252673,1.8633048958092147,1.5565319289203403,2.3019765588572207,1.6996704620387761,1.8453323195722628,1.8539595721806628,1.895037083474566,1.43988088353804,1.5187539326458002,1.9551919239669613,1.5984342788702801,1.9181586981036949,1.994332550852097,2.214690501567386,1.6214263813874026,1.5447447783602555,1.933201673909551,1.5683008561626397
1.7834113195435015,1.3747953461150604,1.0826697760736028,1.4403066627322316,1.5314495231295673,1.918222420655433,1.4293539046648303,2.3701117889325904,1.547517836319439,1.4927953150537818,2.431104837647433,1.5179421953480496,1.83648041132879,1.7502929404450251,2.5362941177138847,1.5278800215140993,1.6473279336875113,1.98318563948312,1.6951322263530324
2.7453847398687494,2.5423073864471064,1.8680223234039848,2.4352551008761374,1.7218534491947954,2.0106239185569974,1.8600134668301718,1.9096930266935372,1.5566373493344274,1.6408353620973977,2.440568020037909,1.6939423796761537,2.0860493942393536,2.1577248497067143,1.88855513310875,1.5341405813055176,1.7524559326705824,2.104713199697553,1.6380441950449127
2.8316662031662743,2.435207024411271,1.7795334343807518,2.5859682487561795,2.250813073218927,2.5172253338582884,2.061099578818434,2.094467815101777,1.957427450737514,1.525564122956489,2.4661677102368813,1.5994755251112176,2.4303636118089664,2.5033015806743126,2.804190167693765,1.6904263582352412,1.9345725250499182,2.4807317611394453,1.9578997633864048
2.3268659139330143,2.163039007969186,1.7771506066713143,2.7547096771063733,2.0630890811721687,2.3619968449463906,2.0373309882602575,2.8885626220376763,1.921005359986586,1.5397269606695652,2.310355716231585,1.8619743019942807,2.252157486974691,2.660422525891571,3.0936127971532135,1.722988312211596,1.7902375628060028,2.9276075265086225,1.8905197236691642
2.2963892848724927,2.5836558014041655,2.105789740241622,3.3327523850004184,1.885053182117811,2.277237747709725,2.2228635822626415,2.420030644062635,1.7902933091598823,1.6209415011022688,3.75417024381279,1.6195038100622832,2.1476564976622243,2.1310913363758686,2.6620363842566563,1.7313705704992484,1.6890700181177423,2.7763127960005916,1.8576827039076134
2.079358034521683,2.8144137504918856,1.760637377438065,2.5242274640614135,2.2120350424261255,2.2721752871027148,2.4348586594581385,3.056412367632743,1.9459966636945016,1.674994725434724,3.6051868920944123,1.564751450549029,2.57880372182467,2.2206684469679443,3.1428395099298787,1.8020051495634484,1.8639431163142821,3.040206308519714,1.6360798613994156
2.7048211958126647,2.7412411780491106,2.24976115579979,2.5283395616450077,2.8160246443147385,2.6595884995829713,2.7018900206762337,3.044565525190493,2.951839525200999,1.935502022726846,2.628829241197252,2.4254388362147545,2.8114498586823857,2.8170766551526856,3.304565013556396,2.378814771099143,2.021694561905321,3.0234612528467744,2.2981447723063075
3.153444268428041,2.6844148907095295,2.0102860637653532,2.573860198509476,2.515889329397147,2.556078070902352,2.2768286958301887,2.9473402659910826,2.1469718959450823,1.7665182696822477,3.02166835399348,2.155159973546921,2.571503740861833,2.8212416882354323,3.122738425975363,1.6942990914694052,1.6188944037845998,2.9728642405789416,2.0819522862881232
2.8142458880082253,2.513181788088116,1.9557159019169144,3.622533747056157,2.145440938806271,2.6654733366574317,2.257484793522568,2.258083139653248,2.182264161625341,1.4958607406210536,3.643257211582768,1.968891521393536,2.3055278940321893,2.6985920377991484,2.55919108649271,1.6111595287584646,1.6020684907703269,2.439456666919868,1.7925539405720994
2.3000638062509444,2.2748475590566173,1.7106405521039276,3.9643553608502144,1.9471070737880483,2.4766827009341066,2.51554152538381,2.110677642585647,1.6450248980488784,1.5918115179846164,3.5374721053990874,1.8237755828270432,2.6115767357666493,2.6756255191800453,2.8756302268478757,1.6565529122832512,1.629700409906968,3.0171755635660924,1.686818805121239
2.5285511382490062,2.555829089371525,1.8960465511323772,3.029182671296295,2.1752828619860103,2.4841097871183995,2.4462179062475933,2.6100696736398734,1.7861600355024292,1.677254133531959,2.414075443646287,2.034537263191799,2.3591307164683912,2.1892283946169595,2.6513586083179335,1.663969705781591,1.7180329750041845,2.6045058315054956,1.885856182622995
2.4234598788542945,2.5374179006023674,2.2436281840461247,3.342724299658116,2.1852290006354314,2.7869364814609985,2.628109898883924,2.077794751567108,2.061485871403014,1.8040042498076119,2.3951658577852513,2.4191369290776006,2.6014789035393227,2.24374059391856,2.789063138824036,1.9423314812881922,2.0150308267077386,2.760202152467781,1.9762721372675554
2.6082826932289627,2.4158463387450064,1.9723121387930942,3.7145927850853466,2.2457912134796616,2.4116142735693917,2.5069210738290364,2.206293213084642,2.76182537189426,1.8472449781510702,2.028075350672883,1.9199213153922596,2.424651769289805,2.720831429442986,2.5573852606315013,1.8967449971736503,1.8036987048194768,2.751014322187367,2.3190581731386763
1.0996852663492456,1.2553630900549966,1.080491247901496,3.231503403912058,2.315864322968474,2.083101851239977,1.4399422267677044,2.912162500025516,3.3953745355946983,1.741369874601071,3.2528490388032223,2.048025547593572,2.379383348579172,1.9960818641260039,2.255940386454107,1.6835271625487906,1.8098868341271062,2.1662634679471386,1.5658283201498544
2.3185254376520845,2.229124001901391,1.7544750671743452,3.507070893514597,1.7374580640511772,2.3505016188577783,2.304148683387131,2.4388211123590127,1.6518637522353061,1.559013465790433,2.5510970439994183,2.0837229834021445,2.9583401361726214,2.0807305013855295,3.203979800701038,2.0144640927265356,1.8915226850936073,3.3772969263199317,1.7822220259841803
3.915337876526734,1.5129819950803263,2.301601634109064,1.649001503460391,1.8114074994108773,1.989267143893507,1.7934124843773918,2.053232423267307,1.7047982683090233,1.5161415538701137,2.1716612614769244,2.0015102398238085,2.1470367470054974,2.203196142254539,2.7443898346743256,1.6975746846112076,1.6689039818216111,2.2640762583739824,1.7761135891142148
2.80477632234451,1.766861938721047,2.492941515604056,2.7897068351503966,1.5332792687228498,1.8956515772045863,1.7152915967187992,1.8665789767700245,1.4323018052520724,1.8363457718752905,1.9012707551546113,1.8149309157946776,2.162675434066045,2.0698850499333274,2.424322591613924,1.7274410819731645,1.8604813176921873,2.246652036112279,1.721987179865682
3.813216764965712,3.9073047345610012,3.959606498409356,2.7251215634853296,2.1184000731619137,3.2945480490797125,3.8029951679453293,2.885017657864556,1.7979075374677749,1.8008850739553295,2.3659870500258715,2.3482508311518284,2.6439544618718873,2.5618824302358063,2.852548769225173,1.8759992435299244,1.8655564869997978,3.6634306749269805,1.9920500633011153
2.494659071100757,3.277279560030732,2.8324401378670028,3.4697648869698594,2.178295238955019,1.8023789208010417,2.2724237405396717,2.377911235107648,1.5091170405262337,1.9133775740017458,3.1521024192408262,1.7259790631423404,2.412273762009155,2.5820344504163866,2.115838312950781,2.0459561198199725,2.1219804835959084,2.8264413769486407,1.9976995934013095
3.167940204126569,3.5800744213534177,3.1363169008447183,3.8565125456705434,2.346910657757674,2.2470201770129714,3.1218463321469097,3.4657341680764473,1.53501072352481,1.7973342675075745,3.256755856342644,2.0462805792879646,3.226601045908953,2.534623937127414,3.576518736611156,1.8845208564969835,2.20485390711613,3.4683049873945495,2.070384667466873
3.3024558298422986,3.414383905169745,2.8291070162047673,3.4766634381226527,2.4134302859344934,2.3793939156886657,2.9301216299070445,2.854033079752649,1.819436478032809,2.1181102221379615,2.4007259734044015,2.573345666836883,2.7925659239649825,2.6516443678794324,2.96086013119193,2.390030558815516,2.332573334434404,2.9094510338280477,2.4112469995779886
3.835634169902698,3.4501136445446208,2.8983783493043593,2.4345430181908965,2.9584465987038278,2.9727247163704895,3.1926288426082103,3.302823293163042,1.9852050833636579,1.991733665417992,2.6009388346577307,2.7246874222709656,3.1638889207854173,3.4131102573916126,3.1693733033988667,2.355551853264836,2.553026220325064,3.4650370972387923,2.6638858815871402
3.845699823945888,2.299723712588146,2.1398666078679356,2.5808630542827045,3.194780564661969,2.59917037659617,3.9190528718857123,1.466257222560349,1.5426611371483683,1.6437230709959758,3.0697939339629565,2.079656825728465,2.4897550717986836,3.127926476976856,2.723488658212485,1.7806491548841257,1.7011645961334942,3.2296836011600023,2.1106029978573693
3.2242765416638877,2.8796650266523898,3.2652668270752936,3.1638297661471793,2.2461308508062454,2.4084377081009576,3.051547233138995,2.5180239109506326,1.607311223836308,1.8375126280289793,2.31818545112859,2.3165136027855735,2.485674991432473,2.576100404116685,3.072543713138719,1.7872141365091299,1.7735001353520172,3.064948897162869,2.180171673391838
3.4068691963074653,2.6566342114551826,2.2510460888089487,3.971878211641082,2.1887457527690373,2.474106198271529,3.0141864208042657,2.721408582791547,1.5400358373710021,1.919584529943685,2.112091374703078,2.373042142913068,2.7769735610084405,2.6506409339011006,3.3989739178602654,2.1508778064505027,2.065643317340119,3.1711186383824983,2.30180991948375
3.8457134772377275,2.8967229943283623,2.6477935166374915,4.063557129283663,2.445010983113606,2.6300728079320783,2.8515509691930503,2.6429559254586787,1.7218221383000751,2.1336812302521477,2.3620795380993496,2.474347355101165,3.138312609422867,3.2958952716889818,2.793571571454397,2.278884651882434,2.0468592928209106,3.5734316284175422,2.5248413292266907
3.4780466374521977,3.398253436258948,2.753678914253519,3.9589432130273936,2.65657216157237,2.764301867267544,3.235801211529433,2.600675992935827,2.15242584748305,2.264963225867528,2.603241472067643,2.406108014580812,3.5199623262294377,3.6690740324084987,3.2704507587511036,2.472649927996454,2.5077686862931743,4.015022182860752,2.5472417557612745
2.7198656338397416,3.378285689181114,2.7602468365831974,4.000089740384733,2.6068127786360775,2.60027807284046,2.453633918785302,2.40923233683578,1.8942186245962283,1.7695146786403477,2.028595805346199,1.9309128847962043,2.901216251523343,3.164341420882239,3.068102908471295,2.2090790120984436,2.285854042811183,3.6112064296669195,1.9460064615505381
2.966875127279105,2.5026421652917623,2.28595505108823,3.802986839383245,1.978126361702626,2.2233028549579132,1.988964489617992,2.3187432499948373,1.665207833443409,1.931192122751913,2.242041824242965,2.03552522152336,3.4036447119341156,2.774775533285768,3.369979403077063,1.9385413990932734,1.9146203651794131,3.4745327705582456,2.1047648548791558
3.7562599637783074,2.787022747462086,2.3943038371936693,3.732104445205692,2.164266263100106,2.647733837586875,2.580574299132034,2.421113494343203,1.774953476710331,1.9543477983196573,2.450671446189768,2.245796166313205,2.9196665625530036,2.8911874535942537,2.9669410517039547,2.0549067209564305,2.306532837380361,3.0528706270402353,2.106866763435916
3.4085027239900123,2.525432340729036,2.236040544607256,2.94919364619158,2.2799648297622856,2.3663001448571124,2.3900432170151564,2.242280776480245,2.023399686766321,1.841530420301663,2.68740857272636,2.5871269811051465,2.837944147012296,2.7279028556164344,2.646831532425334,2.4763805635470404,2.1803044202243838,2.731850027237439,2.060963109750033
4.127214086716657,2.711778367001109,2.2660323383206964,3.1185085134162045,2.6721686617985854,2.749577504315955,2.4817402631350185,2.8754550602461078,2.73082573912816,2.108484937547595,3.6511276912726855,2.790619695418227,3.4893788958700838,4.226753702208027,3.4560936237754323,2.706193521843274,2.576214148798849,3.9040275019066204,2.6384204222638457
3.037682496826363,2.4297697301063894,2.1733058202099182,3.9279526163616034,2.189357167471052,2.4109227915246163,2.4419229896292487,3.9516853094586653,1.3423419094893094,2.207865936090023,4.103941218802788,2.716375738884956,3.4441976047094514,3.632117619738246,3.9879812315762972,2.5341144349856277,2.5612343545791445,4.135076134307666,2.4408043182215367
3.9708906931847485,3.197113870063878,2.8103978493099766,3.790165019587433,2.985464611333987,3.1415012678189607,2.9943420401381657,2.7656555731210473,2.888381145769026,2.400811353041765,3.08208893794239,2.501944961579579,3.1772970003602077,3.966626531265968,3.455672187650904,2.7367555996100403,2.5246966089554665,3.75105648253491,2.41414289476781
