F7,Fp1,Fp2,F8,F3,Fz,F4,C3,Cz,P8,P7,Pz,P4,T3,P3,O1,O2,C4,T4
2.9992123999341986,2.3709237868796618,2.788218618735797,3.1616589919437694,3.6981096615745304,2.1690109825514297,2.3464774062463496,2.992148237968697,2.973785253751059,2.3471889935773604,2.428914005282171,2.404317041849309,3.7892941791271864,3.3363378829147172,3.1546945474706023,2.1713500516350113,2.8662627893540806,2.6118498795654457,3.4524150169728745
2.231368575157984,2.7463674478366373,2.690683148241872,2.2354933202134664,3.1553041756710636,1.8976149370190245,2.8171907836094165,1.7616339777528667,2.4257116544582216,2.04222820501696,1.7325477012795196,1.6114304505220536,2.708082623100611,2.109845110685349,1.8017960444024994,1.963569562640083,2.9785956131741047,2.455512105774164,3.4813901516433448
1.9667493373427485,1.6858141995949347,1.6124844493589383,2.4988249037568835,2.025655506898966,1.2546158803515723,2.195561923868082,2.281135321286727,2.7078350379244247,1.810762676400744,3.0285545982821254,1.6191450282747761,3.152431992083443,3.1772335477632123,3.236114432066238,2.1684817690521365,3.190699229295752,2.071448847910401,3.669368641796162
1.3493137052830544,1.7078953963483519,1.9633475238418545,1.5305495536701472,1.6274766705113675,1.4652803866070407,1.4636638560644462,2.994422805211236,1.4401236539222972,1.7785904010739915,2.9045264879381887,1.6219623092141904,3.6415043960566478,2.4405739165598526,3.4831790794936683,1.7897037886069704,2.153595979856712,1.8068988471986536,3.450812542682133
2.1859830156024733,1.91207320375968,1.8430892523085685,1.8306028517008874,2.1858784588214184,2.7425527760272344,2.3752792813726384,2.763678901146961,2.072709202327407,1.9356128316625285,1.525034439017597,1.665271701413044,3.577794464118115,2.565941585195201,2.516031178744032,1.4406894841831528,2.2715837388639626,1.9416635204012491,3.3174845710156737
2.1654748632424883,2.0385823956851192,2.43607055765562,1.3748218235900331,2.1944302140062915,1.7063441562476058,1.9147793327239322,3.403516259282426,2.2913448821546885,1.780774530353302,1.5585884998658768,1.7733471134005026,3.452168327910307,3.1556056371889127,3.498303831414171,1.6037643601603688,3.67754228564898,2.042880464583981,3.2148413519891252
2.3309063092030815,2.1024866696235067,1.8943018603721404,2.1463972747922764,2.1809718706711823,1.5577513757395849,2.477975194036057,2.6288621727908446,3.126555703637367,1.9073162371492816,2.0041565387543665,1.9017238599475943,3.42213019732354,3.23910827625251,3.63021995962953,1.7011731285160019,3.709951371137774,2.585806406272233,3.1429073326107764
2.7113905349004406,2.844722874652144,2.402865272352853,2.273470390398634,2.1176769054331346,2.241687967565577,2.6317304173274283,3.1228207834906323,3.0970457008392582,1.7135904415196936,2.2130419476446477,1.7973484148832781,3.1174260493742927,3.013454962791334,3.488375380690634,1.733497814311113,3.2528303223925072,3.19479447566628,3.0290188600811065
3.0175943644055145,1.7540434407488794,1.770176880866052,2.2074230141274254,3.146112511198922,1.822016996382869,2.9000978912377313,3.433510104939945,2.502481954496041,2.826682289890131,2.812885061154409,1.837690576428889,2.933975610610579,3.5181141794940833,2.6406789349246456,3.0684561433031092,2.2442989776351245,3.411615438649688,3.378262959655795
2.8086148520956016,2.701923269153058,2.285822051893031,2.2340833466283945,2.6616250000289003,2.357823244979258,2.744279283991471,3.2552698336608397,3.3313201672757216,1.7710997618213946,2.6681482820175977,1.9043130483497233,3.363354648595007,3.101787650108473,3.4530743057669953,1.460967699207489,3.2519901758969514,3.0928734426568445,3.1990560239779873
2.066696185138059,2.1710357523453827,3.255123413000527,1.5645054502509304,1.6039963906456711,2.3415164694238264,1.6683298705786342,3.4849771722152365,3.154796470939203,1.758660350625936,2.41452807586298,1.7539781426711316,4.045200353070643,2.994830667778716,3.441465343300903,1.5170433841750082,3.1565235811664167,2.179563813720076,3.973798534586395
2.225440838905637,2.237726814326493,2.552777934209059,1.9966012400161297,2.323928978616303,1.887236212233796,2.3369856568526792,3.33811170863901,2.834035043901261,1.920178302836045,3.5232651627287455,1.8241401688198122,3.854974459857701,2.265375947205294,3.8054795811432824,2.2074286441059257,3.4800923941018462,2.4881061640535598,3.6274725047201937
